Geneid	Blood	1 hour	2 hours	4 hours	6 hours
ZNHIT6	18	232	830.6666667	1546	1525.666667
ZNRF3	4.666666667	33.66666667	94	139.6666667	194.6666667
ZPLD1	0	6.666666667	10	29	28.66666667
ZPR1	70.33333333	283.6666667	693.6666667	967	1212.666667
ZSCAN12P1	0.333333333	26.66666667	64.66666667	90.66666667	111.6666667
ZSCAN20	4	31	76.33333333	103.6666667	136.6666667
ZSCAN21	7	46	79.66666667	102.3333333	117.3333333
ZSCAN31	2	28.66666667	61.66666667	96.66666667	162.3333333
ZUP1	29.66666667	105	159	234.6666667	206.3333333
ZWILCH	8.666666667	52	124	154.6666667	190.3333333
ZWINT	1.333333333	71.33333333	141.6666667	159.3333333	266.3333333
ZXDB	10.66666667	73.66666667	198.6666667	303.6666667	353
ZYG11A	0.666666667	14.33333333	31.66666667	45	49
